FileName,C161
nNode,301
nIter,128
nCols,7194
LB,16641.69671807759
UB_1,16915.399999999998
UB_2,16835.6
t_lb,54.106
t_ub1,90.057
t_enum,0.781
t_ub2,1801.978
nEnumCols,102548
