FileName,X-n439-k37
nNode,439
nIter,149
nCols,20077
LB,73405.34094422044
UB_1,74907.0
UB_2,74029.0
t_lb,453.011
t_ub1,1802.594
t_enum,6.712
t_ub2,1804.404
nEnumCols,515734
