FileName,C121
nNode,111
nIter,45
nCols,1013
LB,4226.575000000001
UB_1,4286.1
UB_2,4274.0
t_lb,0.993
t_ub1,3.008
t_enum,0.034
t_ub2,14.862
nEnumCols,8014
