FileName,R121
nNode,121
nIter,42
nCols,5991
LB,3191.7720138888885
UB_1,3226.7999999999997
UB_2,3206.5
t_lb,11.991
t_ub1,4.625
t_enum,0.438
t_ub2,6.297
nEnumCols,30820
