FileName,C161
nNode,251
nIter,101
nCols,2226
LB,18004.65740740741
UB_1,18276.9
UB_2,18171.4
t_lb,8.625
t_ub1,44.334
t_enum,0.156
t_ub2,1113.465
nEnumCols,20599
