FileName,RC101
nNode,101
nIter,38
nCols,4738
LB,1670.1746153846154
UB_1,1706.1
UB_2,1680.3999999999999
t_lb,6.774
t_ub1,6.844
t_enum,0.339
t_ub2,8.376
nEnumCols,56078
