FileName,X-n439-k37
nNode,439
nIter,157
nCols,9632
LB,89540.51988816737
UB_1,90388.0
UB_2,89900.0
t_lb,131.522
t_ub1,237.578
t_enum,2.623
t_ub2,1802.229
nEnumCols,150900
