FileName,C101
nNode,81
nIter,34
nCols,3915
LB,1084.8674999999998
UB_1,1117.0000000000002
UB_2,1101.8
t_lb,3.18
t_ub1,6.146
t_enum,0.167
t_ub2,103.206
nEnumCols,54388
