FileName,R101
nNode,51
nIter,20
nCols,2392
LB,793.9096491228069
UB_1,816.1000000000001
UB_2,804.4000000000001
t_lb,0.988
t_ub1,0.819
t_enum,0.068
t_ub2,1.421
nEnumCols,13323
