FileName,R101
nNode,71
nIter,26
nCols,3505
LB,1067.3075000000001
UB_1,1084.8
UB_2,1072.3
t_lb,2.419
t_ub1,3.268
t_enum,0.115
t_ub2,1.135
nEnumCols,15417
