FileName,C101
nNode,51
nIter,21
nCols,421
LB,903.1666666666666
UB_1,933.0000000000002
UB_2,920.8000000000001
t_lb,1.371
t_ub1,0.468
t_enum,0.277
t_ub2,1.98
nEnumCols,3044
