FileName,C161
nNode,301
nIter,122
nCols,2792
LB,21766.20398148148
UB_1,22053.09999447253
UB_2,21932.5
t_lb,15.375
t_ub1,48.518
t_enum,0.203
t_ub2,1105.447
nEnumCols,23319
