FileName,X-n376-k94
nNode,376
nIter,138
nCols,18724
LB,119607.25331890339
UB_1,121447.0
UB_2,119933.0
t_lb,322.236
t_ub1,1802.239
t_enum,6.932
t_ub2,1802.274
nEnumCols,436722
