FileName,X-n502-k39
nNode,502
nIter,219
nCols,26837
LB,169083.76154164484
UB_1,171768.0
UB_2,170408.0
t_lb,847.605
t_ub1,1805.606
t_enum,12.264
t_ub2,1804.792
nEnumCols,566745
