FileName,X-n120-k6
nNode,120
nIter,50
nCols,1125
LB,61082.00000000001
UB_1,61324.0
UB_2,61235.99998873174
t_lb,8.901
t_ub1,1.847
t_enum,1.734
t_ub2,13.417
nEnumCols,5731
