FileName,X-n957-k87
nNode,957
nIter,387
nCols,8833
LB,276091.26875000016
UB_1,276890.0
UB_2,276386.0
t_lb,453.49
t_ub1,1805.658
t_enum,1.849
t_ub2,1801.985
nEnumCols,79422
