FileName,C121
nNode,111
nIter,42
nCols,2598
LB,3271.9788461538465
UB_1,3383.3999999999996
UB_2,3347.8999999999996
t_lb,2.689
t_ub1,5.213
t_enum,0.129
t_ub2,77.45
nEnumCols,30749
