FileName,C121
nNode,131
nIter,47
nCols,6571
LB,3173.430322420636
UB_1,3301.5000000000005
UB_2,3258.0
t_lb,14.007
t_ub1,45.906
t_enum,0.657
t_ub2,1801.773
nEnumCols,153927
