FileName,X-n548-k50
nNode,548
nIter,217
nCols,12908
LB,218817.25298105305
UB_1,220240.0
UB_2,219142.0
t_lb,284.312
t_ub1,1801.683
t_enum,3.156
t_ub2,1214.772
nEnumCols,185357
