FileName,RC121
nNode,141
nIter,55
nCols,6898
LB,3691.8395454545425
UB_1,3770.2999999999997
UB_2,3729.5
t_lb,18.719
t_ub1,73.689
t_enum,0.64
t_ub2,937.576
nEnumCols,117008
