FileName,X-n856-k95
nNode,856
nIter,280
nCols,36127
LB,149468.31514770028
UB_1,152965.0
UB_2,151460.0
t_lb,3901.789
t_ub1,1802.046
t_enum,41.069
t_ub2,1801.104
nEnumCols,990298
