FileName,X-n331-k15
nNode,331
nIter,123
nCols,16451
LB,111926.08952838789
UB_1,113611.0
UB_2,112667.0
t_lb,225.565
t_ub1,1804.759
t_enum,3.75
t_ub2,1802.152
nEnumCols,385527
