FileName,RC161
nNode,351
nIter,134
nCols,2989
LB,26757.018749999996
UB_1,26865.2
UB_2,26822.399999999998
t_lb,21.125
t_ub1,22.938
t_enum,0.265
t_ub2,145.161
nEnumCols,25402
