FileName,RC101
nNode,81
nIter,32
nCols,4164
LB,1440.6000000000001
UB_1,1440.6000000000001
UB_2,1440.6000000000001
t_lb,3.664
t_ub1,0.147
t_enum,0.168
t_ub2,0.08
nEnumCols,62
