FileName,X-n548-k50
nNode,548
nIter,236
nCols,5161
LB,287950.4975198413
UB_1,288610.0
UB_2,288233.0
t_lb,93.14
t_ub1,46.686
t_enum,0.531
t_ub2,1800.919
nEnumCols,39342
