FileName,X-n331-k15
nNode,331
nIter,134
nCols,3051
LB,180955.3262896826
UB_1,181495.0
UB_2,181138.0
t_lb,19.709
t_ub1,42.872
t_enum,0.218
t_ub2,61.803
nEnumCols,21870
