FileName,C101
nNode,91
nIter,33
nCols,2082
LB,1456.7833333333335
UB_1,1521.8000000000002
UB_2,1505.3
t_lb,4.114
t_ub1,4.452
t_enum,0.08
t_ub2,43.17
nEnumCols,22713
