FileName,X-n376-k94
nNode,376
nIter,154
nCols,3379
LB,193420.73333333328
UB_1,193986.0
UB_2,193678.0
t_lb,28.999
t_ub1,41.706
t_enum,0.313
t_ub2,171.133
nEnumCols,25647
