FileName,X-n157-k13
nNode,157
nIter,63
nCols,1435
LB,56784.5
UB_1,56935.0
UB_2,56851.0
t_lb,6.406
t_ub1,0.844
t_enum,0.5
t_ub2,2.813
nEnumCols,8523
