FileName,R121
nNode,151
nIter,54
nCols,1213
LB,5874.241458333333
UB_1,5922.0
UB_2,5902.299998415506
t_lb,2.11
t_ub1,5.109
t_enum,0.047
t_ub2,19.406
nEnumCols,9039
