FileName,R121
nNode,131
nIter,45
nCols,6198
LB,3451.941157407408
UB_1,3525.8999999999996
UB_2,3489.6
t_lb,13.985
t_ub1,23.047
t_enum,0.656
t_ub2,127.507
nEnumCols,104694
