FileName,C101
nNode,71
nIter,30
nCols,1737
LB,1113.9138725490195
UB_1,1126.7
UB_2,1123.6
t_lb,0.846
t_ub1,1.826
t_enum,0.035
t_ub2,12.047
nEnumCols,9713
