FileName,R121
nNode,151
nIter,52
nCols,3436
LB,4625.266666666666
UB_1,4702.599999999999
UB_2,4662.099999999999
t_lb,6.477
t_ub1,14.577
t_enum,0.25
t_ub2,159.995
nEnumCols,41635
