FileName,R101
nNode,81
nIter,28
nCols,3842
LB,1178.4754609929082
UB_1,1200.8
UB_2,1185.5
t_lb,3.21
t_ub1,5.594
t_enum,0.221
t_ub2,3.49
nEnumCols,30492
