FileName,X-n157-k13
nNode,157
nIter,68
nCols,4047
LB,43541.91666666668
UB_1,44315.0
UB_2,44239.0
t_lb,12.328
t_ub1,1812.597
t_enum,0.25
t_ub2,1801.316
nEnumCols,51868
