FileName,RC161
nNode,201
nIter,70
nCols,4222
LB,12413.793293650797
UB_1,12531.199999999999
UB_2,12472.3
t_lb,14.372
t_ub1,10.672
t_enum,0.359
t_ub2,165.208
nEnumCols,52831
