FileName,R101
nNode,61
nIter,24
nCols,501
LB,1269.1
UB_1,1270.6
UB_2,1270.6
t_lb,0.314
t_ub1,0.126
t_enum,0.021
t_ub2,0.146
nEnumCols,225
