FileName,R101
nNode,71
nIter,24
nCols,1640
LB,1235.64
UB_1,1246.8
UB_2,1244.3
t_lb,0.806
t_ub1,0.781
t_enum,0.035
t_ub2,1.475
nEnumCols,3596
