FileName,C161
nNode,351
nIter,139
nCols,7996
LB,19103.760413943335
UB_1,19457.5
UB_2,19329.8
t_lb,77.156
t_ub1,487.315
t_enum,1.047
t_ub2,1802.695
nEnumCols,127956
