FileName,C121
nNode,121
nIter,51
nCols,7030
LB,2997.8391827380938
UB_1,3100.7999999999997
UB_2,3047.7
t_lb,13.935
t_ub1,103.98
t_enum,0.672
t_ub2,1801.931
nEnumCols,125698
