FileName,RC121
nNode,131
nIter,48
nCols,6426
LB,3511.6048076923066
UB_1,3596.5
UB_2,3536.9999999999995
t_lb,14.937
t_ub1,31.342
t_enum,0.609
t_ub2,69.06
nEnumCols,116524
