FileName,X-n157-k13
nNode,157
nIter,74
nCols,9835
LB,35625.02742616034
UB_1,36216.0
UB_2,36171.0
t_lb,33.076
t_ub1,1803.276
t_enum,0.812
t_ub2,1803.08
nEnumCols,159998
