FileName,RC101
nNode,81
nIter,31
nCols,1853
LB,1728.4175
UB_1,1783.6999999999998
UB_2,1749.1000000000001
t_lb,1.304
t_ub1,10.456
t_enum,0.053
t_ub2,14.362
nEnumCols,21362
