FileName,R101
nNode,91
nIter,34
nCols,749
LB,1872.909210526316
UB_1,1879.0000000000002
UB_2,1876.8
t_lb,0.639
t_ub1,0.725
t_enum,0.024
t_ub2,0.718
nEnumCols,1788
