FileName,X-n856-k95
nNode,856
nIter,352
nCols,7959
LB,240663.94101190477
UB_1,241300.0
UB_2,240911.0
t_lb,323.302
t_ub1,1804.601
t_enum,1.359
t_ub2,1801.073
nEnumCols,66588
