FileName,C101
nNode,81
nIter,37
nCols,666
LB,1660.0583333333338
UB_1,1695.5
UB_2,1683.8999989484344
t_lb,1.065
t_ub1,1.323
t_enum,0.054
t_ub2,10.357
nEnumCols,4917
