FileName,R161
nNode,201
nIter,66
nCols,4208
LB,12499.387930283225
UB_1,12670.699999999999
UB_2,12567.7
t_lb,13.094
t_ub1,10.0
t_enum,0.36
t_ub2,17.36
nEnumCols,60369
