FileName,RC121
nNode,141
nIter,53
nCols,3208
LB,4403.877196969698
UB_1,4435.200000000001
UB_2,4428.3
t_lb,5.453
t_ub1,2.766
t_enum,0.141
t_ub2,46.581
nEnumCols,21255
