FileName,X-n275-k28
nNode,275
nIter,104
nCols,2360
LB,56759.343421052654
UB_1,56984.0
UB_2,56845.0
t_lb,10.457
t_ub1,33.068
t_enum,0.141
t_ub2,214.893
nEnumCols,17014
