FileName,RC121
nNode,141
nIter,62
nCols,1278
LB,5613.741666666668
UB_1,5648.200000000001
UB_2,5628.6
t_lb,2.172
t_ub1,3.985
t_enum,0.046
t_ub2,17.86
nEnumCols,7890
