FileName,RC161
nNode,201
nIter,80
nCols,1704
LB,15813.516666666661
UB_1,15911.199999999999
UB_2,15878.7
t_lb,5.109
t_ub1,6.178
t_enum,0.078
t_ub2,41.032
nEnumCols,13315
