FileName,RC161
nNode,351
nIter,125
nCols,7748
LB,20689.608714657727
UB_1,20920.3
UB_2,20782.500000000004
t_lb,68.617
t_ub1,361.518
t_enum,1.078
t_ub2,1801.639
nEnumCols,120756
