FileName,X-n801-k40
nNode,801
nIter,316
nCols,19145
LB,315162.2566542368
UB_1,317741.0
UB_2,316398.0
t_lb,888.705
t_ub1,1803.167
t_enum,5.466
t_ub2,1802.684
nEnumCols,273588
