FileName,X-n439-k37
nNode,439
nIter,172
nCols,3923
LB,116194.39019097222
UB_1,116633.0
UB_2,116367.0
t_lb,42.591
t_ub1,22.089
t_enum,0.391
t_ub2,84.737
nEnumCols,33172
