FileName,R121
nNode,141
nIter,49
nCols,6671
LB,3664.2466071428576
UB_1,3748.4999999999995
UB_2,3691.4999955728927
t_lb,17.738
t_ub1,21.047
t_enum,0.75
t_ub2,38.865
nEnumCols,126291
