FileName,R121
nNode,111
nIter,39
nCols,873
LB,4398.838888888889
UB_1,4422.2
UB_2,4416.5
t_lb,1.015
t_ub1,1.11
t_enum,0.031
t_ub2,2.906
nEnumCols,4078
