FileName,C121
nNode,141
nIter,54
nCols,7032
LB,3432.0056041666676
UB_1,3554.2000000000003
UB_2,3485.499999999999
t_lb,19.766
t_ub1,91.665
t_enum,0.829
t_ub2,1802.03
nEnumCols,149970
