FileName,C121
nNode,111
nIter,50
nCols,6057
LB,2702.6036363636367
UB_1,2754.0
UB_2,2741.7000000000003
t_lb,14.135
t_ub1,12.976
t_enum,0.45
t_ub2,1226.185
nEnumCols,89092
