FileName,RC121
nNode,151
nIter,58
nCols,3344
LB,4698.208333333335
UB_1,4744.6
UB_2,4729.000000000001
t_lb,6.688
t_ub1,5.062
t_enum,0.172
t_ub2,119.779
nEnumCols,33437
