FileName,X-n237-k14
nNode,237
nIter,93
nCols,5683
LB,95130.91823308269
UB_1,95689.0
UB_2,95339.0
t_lb,27.035
t_ub1,49.479
t_enum,0.515
t_ub2,292.439
nEnumCols,58772
