FileName,R121
nNode,131
nIter,46
nCols,2890
LB,4115.512500000003
UB_1,4184.0
UB_2,4145.999999999999
t_lb,4.267
t_ub1,6.031
t_enum,0.188
t_ub2,124.714
nEnumCols,34794
