FileName,X-n801-k40
nNode,801
nIter,280
nCols,37742
LB,254727.94751711897
UB_1,263320.0
UB_2,259321.0
t_lb,3464.872
t_ub1,1802.4
t_enum,29.555
t_ub2,1802.249
nEnumCols,949217
