FileName,RC101
nNode,91
nIter,32
nCols,683
LB,2380.758333333333
UB_1,2397.5
UB_2,2390.8
t_lb,0.605
t_ub1,0.536
t_enum,0.023
t_ub2,3.954
nEnumCols,3108
