FileName,X-n181-k23
nNode,181
nIter,83
nCols,1848
LB,59799.200000000004
UB_1,60215.99999195625
UB_2,59926.0
t_lb,4.422
t_ub1,20.233
t_enum,0.062
t_ub2,38.354
nEnumCols,13311
